ticker,download_status,first_available_date,last_available_date,observations,volume_available,adjusted_close_available,download_error,existed_at_2001,enough_history_from_2001,observations_from_2001,existed_at_2008,enough_history_from_2008,observations_from_2008,existed_at_2010,enough_history_from_2010,observations_from_2010,existed_at_2015,enough_history_from_2015,observations_from_2015,existed_at_2020,enough_history_from_2020,observations_from_2020,universe,data_source_confirmed,data_source_note,survivorship_warning
TSM,ok,2001-01-02,2026-06-18,6403,True,True,,False,False,6403,True,True,4645,True,True,4140,True,True,2882,True,True,1624,normal,True,financial_data_system.py imports yfinance as yf and calls yf.download,high_current_universe_not_point_in_time
TTWO,ok,2001-01-02,2026-06-18,6403,True,True,,False,False,6403,True,True,4645,True,True,4140,True,True,2882,True,True,1624,normal,True,financial_data_system.py imports yfinance as yf and calls yf.download,high_current_universe_not_point_in_time
TWLO,ok,2016-06-23,2026-06-18,2511,True,True,,False,False,2511,False,False,2511,False,False,2511,False,False,2511,True,True,1624,normal,True,financial_data_system.py imports yfinance as yf and calls yf.download,high_current_universe_not_point_in_time
TXN,ok,2001-01-02,2026-06-18,6403,True,True,,False,False,6403,True,True,4645,True,True,4140,True,True,2882,True,True,1624,normal,True,financial_data_system.py imports yfinance as yf and calls yf.download,high_current_universe_not_point_in_time
UBER,ok,2019-05-10,2026-06-18,1787,True,True,,False,False,1787,False,False,1787,False,False,1787,False,False,1787,True,True,1624,normal,True,financial_data_system.py imports yfinance as yf and calls yf.download,high_current_universe_not_point_in_time
VALE,ok,2002-03-21,2026-06-18,6101,True,True,,False,False,6101,True,True,4645,True,True,4140,True,True,2882,True,True,1624,normal,True,financial_data_system.py imports yfinance as yf and calls yf.download,high_current_universe_not_point_in_time
VIST,ok,2019-07-26,2026-06-18,1734,True,True,,False,False,1734,False,False,1734,False,False,1734,False,False,1734,True,True,1624,normal,True,financial_data_system.py imports yfinance as yf and calls yf.download,high_current_universe_not_point_in_time
VRSK,ok,2009-10-07,2026-06-18,4200,True,True,,False,False,4200,False,False,4200,True,True,4140,True,True,2882,True,True,1624,normal,True,financial_data_system.py imports yfinance as yf and calls yf.download,high_current_universe_not_point_in_time
VRTX,ok,2001-01-02,2026-06-18,6403,True,True,,False,False,6403,True,True,4645,True,True,4140,True,True,2882,True,True,1624,normal,True,financial_data_system.py imports yfinance as yf and calls yf.download,high_current_universe_not_point_in_time
WBD,ok,2005-07-08,2026-06-18,5270,True,True,,False,False,5270,True,True,4645,True,True,4140,True,True,2882,True,True,1624,normal,True,financial_data_system.py imports yfinance as yf and calls yf.download,high_current_universe_not_point_in_time
WDAY,ok,2012-10-12,2026-06-18,3439,True,True,,False,False,3439,False,False,3439,False,False,3439,True,True,2882,True,True,1624,normal,True,financial_data_system.py imports yfinance as yf and calls yf.download,high_current_universe_not_point_in_time
XEL,ok,2001-01-02,2026-06-18,6403,True,True,,False,False,6403,True,True,4645,True,True,4140,True,True,2882,True,True,1624,normal,True,financial_data_system.py imports yfinance as yf and calls yf.download,high_current_universe_not_point_in_time
XYZ,ok,2015-11-19,2026-06-18,2659,True,True,,False,False,2659,False,False,2659,False,False,2659,False,False,2659,True,True,1624,normal,True,financial_data_system.py imports yfinance as yf and calls yf.download,high_current_universe_not_point_in_time
YPF,ok,2001-01-02,2026-06-18,6403,True,True,,False,False,6403,True,True,4645,True,True,4140,True,True,2882,True,True,1624,normal,True,financial_data_system.py imports yfinance as yf and calls yf.download,high_current_universe_not_point_in_time
ZS,ok,2018-03-16,2026-06-18,2076,True,True,,False,False,2076,False,False,2076,False,False,2076,False,False,2076,True,True,1624,normal,True,financial_data_system.py imports yfinance as yf and calls yf.download,high_current_universe_not_point_in_time
