date,model_mode,cash_weight,selected_count,realized_portfolio_return_1d,realized_portfolio_return_5d,realized_portfolio_return_10d,realized_portfolio_return_20d,realized_portfolio_return_30d,turnover,portfolio_expected_return,portfolio_expected_volatility,portfolio_expected_sharpe,gate_decision,gate_reason,exposure,year,quarter,cash_bucket,volatility_regime,correlation_proxy_regime
2023-03-29,regime_gated_full_quant,0.5,4,0.0062173418135174,0.0103910913935323,0.0129011166749401,0.0135928766099566,0.0187397956420185,0.6666666666666666,0.0004758078130603,0.0193462973703689,0.024594257182725,fallback_baseline,insufficient_full_quant_edge,0.5,2023,2023Q1,high_cash,high_volatility,high_correlation_proxy
2023-04-05,regime_gated_full_quant,0.5,4,0.0063296547856501,0.0014001787214431,-0.0073399333807698,0.0015912994432938,0.0180840626847854,0.8571428571428571,0.0006359933739546,0.0163112050870493,0.0389911947376357,fallback_baseline,insufficient_full_quant_edge,0.5,2023,2023Q2,high_cash,high_volatility,high_correlation_proxy
2023-04-13,regime_gated_full_quant,0.5,4,0.0045223116874285,-0.0098982135120646,-0.0042344901510419,0.005607025736659,0.0197041884346091,0.8571428571428571,0.0015032241271261,0.0232780430547737,0.0645769115380133,fallback_baseline,insufficient_full_quant_edge,0.5,2023,2023Q2,high_cash,high_volatility,high_correlation_proxy
2023-04-20,regime_gated_full_quant,0.5,4,-0.0037194464181376,-0.0089994378808293,-0.0299215799268331,0.0109038208939644,0.0988492886877017,1.0,0.001775298621079,0.0258895976070652,0.0685718892979064,fallback_baseline,insufficient_full_quant_edge,0.5,2023,2023Q2,high_cash,high_volatility,high_correlation_proxy
2023-04-27,regime_gated_full_quant,0.5,4,0.0064001757051126,-0.0105259276734717,0.0105022187458906,0.0143437915773804,0.0396871136655073,1.0,0.0013231853163353,0.018525983932975,0.0714232140717889,fallback_baseline,insufficient_full_quant_edge,0.5,2023,2023Q2,high_cash,high_volatility,high_correlation_proxy
2023-05-04,regime_gated_full_quant,0.8,4,0.0035155630322852,0.0068494210678002,0.0103295090286303,0.0178957390174778,0.0279367250747087,0.6666666666666666,0.0002462882873119,0.0155460780751469,0.015842470758313,fallback_baseline,weak_market_breadth,0.19999999999999996,2023,2023Q2,high_cash,high_volatility,high_correlation_proxy
2023-05-11,regime_gated_full_quant,0.5,4,-0.0005646145592346,0.0104975269304521,0.0151024960436272,0.0426348936961814,0.0484048731973067,0.6666666666666666,0.0012436362115508,0.0200317119502813,0.0620833713382835,fallback_baseline,insufficient_full_quant_edge,0.5,2023,2023Q2,high_cash,high_volatility,high_correlation_proxy
2023-05-18,regime_gated_full_quant,0.5,4,-0.0045081375172028,0.0257139124515821,0.0414749608163266,0.0616432369638073,0.0631265500546239,0.6666666666666666,0.0014619460122496,0.0225440580576304,0.0648483963496022,fallback_baseline,insufficient_full_quant_edge,0.5,2023,2023Q2,high_cash,high_volatility,normal_correlation_proxy
2023-05-25,regime_gated_full_quant,0.5,4,0.0275189587014886,0.0200789838356942,0.0209530265961439,0.0099401846664295,0.0299829900625922,0.6666666666666666,0.0022422847308279,0.0243106519666837,0.0922346605060547,fallback_baseline,insufficient_full_quant_edge,0.5,2023,2023Q2,high_cash,high_volatility,high_correlation_proxy
2023-06-02,regime_gated_full_quant,0.5,4,-0.0018905803208278,0.0078580730667991,0.0451305503264247,0.0462228910529277,0.0879008293387469,0.6666666666666666,0.0026177568832385,0.022764453933581,0.1149931771206226,fallback_baseline,insufficient_full_quant_edge,0.5,2023,2023Q2,high_cash,high_volatility,high_correlation_proxy
2023-06-09,regime_gated_full_quant,0.5,4,0.014172307039438,0.0213880219502897,-0.008414877553059,0.0245920995793765,0.0267523142967007,0.6666666666666666,0.0027840695285512,0.0246800039690926,0.1128066888497197,fallback_baseline,insufficient_full_quant_edge,0.5,2023,2023Q2,high_cash,normal_volatility,normal_correlation_proxy
2023-06-16,regime_gated_full_quant,0.5,4,0.0050930361691283,-0.0253806287382185,0.0067813900838909,0.041252073761177,0.0328629213006039,0.6666666666666666,0.0064200303716381,0.0224602349689898,0.2858398578867109,allow_full_quant,risk_on_with_sufficient_confidence,0.5,2023,2023Q2,high_cash,normal_volatility,normal_correlation_proxy
2023-06-26,regime_gated_full_quant,0.5,4,0.0024287398769188,0.0205829609424924,0.0110669683078519,0.0291194399827645,0.0084539418226934,0.6666666666666666,0.0038794063128606,0.0238522947991216,0.1626428964396143,fallback_baseline,insufficient_full_quant_edge,0.5,2023,2023Q2,high_cash,normal_volatility,normal_correlation_proxy
2023-07-03,regime_gated_full_quant,0.5,4,0.0023312376126881,-0.0072280741804672,0.0380030317428253,0.0011503902296108,-0.0292540158864546,0.4,0.0026767427919222,0.0242100420163446,0.1105633269911348,fallback_baseline,insufficient_full_quant_edge,0.5,2023,2023Q3,high_cash,normal_volatility,normal_correlation_proxy
2023-07-11,regime_gated_full_quant,0.5,4,-0.002275413372218,0.0208100365971993,0.0082796929172149,-0.004998796821537,-0.0081648000524438,0.8571428571428571,0.0016317833796803,0.020079974027042,0.0812642176470325,fallback_baseline,insufficient_full_quant_edge,0.5,2023,2023Q3,high_cash,normal_volatility,normal_correlation_proxy
2023-07-18,regime_gated_full_quant,0.5,4,-0.0038116013730839,-0.0071760516013231,-0.0209292272327928,-0.0389495880042599,-0.0212228188250699,1.0,0.002683850671991,0.0191961238844325,0.1398121145783817,fallback_baseline,insufficient_full_quant_edge,0.5,2023,2023Q3,high_cash,normal_volatility,normal_correlation_proxy
2023-07-25,regime_gated_full_quant,0.4999999999999999,4,0.0002235023552642,-0.0064267355587487,-0.008404088661083,-0.0121511354921685,-0.0057533378761553,1.0,0.0015986622249856,0.0108892665862254,0.1468108262688565,allow_full_quant,risk_on_with_sufficient_confidence,0.5000000000000001,2023,2023Q3,low_cash,normal_volatility,normal_correlation_proxy
2023-08-01,regime_gated_full_quant,0.5,4,-0.0148951930514655,-0.0206504635060108,-0.0282239817301084,-0.0063444181912895,0.0074601980005307,0.8571428571428571,0.0017075725850244,0.0183242654646346,0.0931864138467111,fallback_baseline,insufficient_full_quant_edge,0.5,2023,2023Q3,high_cash,high_volatility,normal_correlation_proxy
2023-08-08,regime_gated_full_quant,0.5,4,-0.0058851416917342,-0.0106555276825883,-0.0014367912895599,0.0145019598202126,0.0013867841108971,0.6666666666666666,0.000981910165918,0.0204095837515363,0.0481102494725838,fallback_baseline,insufficient_full_quant_edge,0.5,2023,2023Q3,high_cash,normal_volatility,normal_correlation_proxy
2023-08-15,regime_gated_full_quant,0.5,4,-0.0027869479764543,-0.0071816336780466,0.0078876576336152,0.0208155648487821,0.0172387982116392,1.0,0.0010342763715419,0.0169107137466198,0.0611610123049195,fallback_baseline,weak_market_breadth,0.5,2023,2023Q3,high_cash,normal_volatility,normal_correlation_proxy
